序号,代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,量比,换手率,市盈率-动态,市净率,总市值,流通市值,涨速,5分钟涨跌,60日涨跌幅,年初至今涨跌幅
838,688151,华强科技,21.84,1.58,0.34,32772.0,71507885.0,3.3,22.11,21.4,21.49,21.5,1.32,0.95,910.17,1.8,7523880000.0,7523880000.0,-0.09,0.0,-12.92,40.99
839,603217,元利科技,24.38,1.58,0.38,54137.0,133334806.0,4.71,25.14,24.01,24.01,24.0,1.72,2.6,24.96,1.51,5073175688.0,5073175688.0,0.37,0.41,29.61,53.04
840,300194,福安药业,4.51,1.58,0.07,351999.0,158310588.86,3.15,4.56,4.42,4.44,4.44,2.44,3.64,24.2,1.21,5365602843.0,4367232414.0,0.0,0.22,-3.22,2.73
841,002105,信隆健康,7.08,1.58,0.11,86632.0,61136564.36,3.73,7.2,6.94,7.0,6.97,1.14,2.38,-64.85,3.09,2605864800.0,2580461583.0,0.0,0.28,-7.93,41.88
842,301076,新瀚新材,52.72,1.58,0.82,109595.0,575395532.25,4.87,53.55,51.02,51.5,51.9,1.64,9.98,134.2,7.86,9219736864.0,5789265021.0,0.06,0.21,64.65,123.3
843,300137,ST先河,8.41,1.57,0.13,126684.0,105766097.34,3.5,8.42,8.13,8.26,8.28,0.97,2.39,92.24,2.73,4512656386.0,4457586831.0,0.0,0.24,41.58,39.24
844,920284,灵鸽科技,40.66,1.57,0.63,52804.0,213986186.69,5.75,41.53,39.23,40.03,40.03,0.77,7.79,500.95,13.69,4260584326.0,2755215728.0,0.0,-0.39,38.68,166.62
845,000695,滨海能源,11.02,1.57,0.17,67673.0,74258863.0,3.04,11.1,10.77,10.85,10.85,1.1,3.05,-37.14,22.61,2448065880.0,2444361231.0,-0.09,0.0,-9.97,6.47
846,002538,司尔特,5.81,1.57,0.09,267533.0,155394104.76,4.37,5.94,5.69,5.72,5.72,1.53,3.13,23.95,0.92,4959158983.0,4959128701.0,0.0,-0.17,4.5,5.64
847,600072,中船科技,12.4,1.56,0.19,209971.0,259513257.0,2.21,12.46,12.19,12.21,12.21,2.27,1.94,-16.23,1.79,18632541518.0,13433382718.0,0.0,0.0,-3.05,-11.55
848,688031,星环科技-U,62.35,1.56,0.96,131620.0,826461695.0,8.14,65.0,60.0,62.0,61.39,3.12,14.01,-26.42,7.83,7552824363.0,5859188118.0,0.0,0.66,19.95,35.16
849,688267,中触媒,27.96,1.56,0.43,21259.0,59075108.0,3.09,28.1,27.25,27.25,27.53,1.48,1.21,19.42,1.76,4926552000.0,4926552000.0,0.07,0.04,-2.82,20.73
850,300102,乾照光电,12.38,1.56,0.19,324698.0,401460964.0,4.35,12.53,12.0,12.1,12.19,1.57,3.54,97.16,2.69,11393733224.0,11344287813.0,-0.08,0.08,5.54,19.96
851,605566,福莱蒽特,28.08,1.56,0.43,44967.0,127804800.0,6.47,29.13,27.34,27.65,27.65,1.76,3.37,65.18,1.87,3744187200.0,3744187200.0,0.32,0.36,27.35,56.87
852,002728,特一药业,11.04,1.56,0.17,943999.0,1046024644.49,9.94,11.58,10.5,10.71,10.87,0.8,25.05,65.13,3.14,5663547556.0,4160030380.0,0.27,0.18,20.39,24.04
853,301212,联盛化学,27.27,1.56,0.42,12907.0,35040704.8,2.2,27.35,26.76,26.9,26.85,1.48,1.38,81.71,2.18,2945160000.0,2556562500.0,0.0,0.0,-1.69,32.7
854,002586,*ST围海,4.55,1.56,0.07,278653.0,126918201.06,4.46,4.63,4.43,4.47,4.48,1.08,3.11,104.06,1.75,5206217899.0,4080989635.0,0.0,0.0,50.17,73.66
855,600114,东睦股份,30.82,1.55,0.47,278118.0,865153453.0,4.65,31.94,30.53,31.0,30.35,1.65,4.51,35.14,6.0,19459238761.0,18996938761.0,0.0,0.0,30.81,94.2
856,002040,南 京 港,11.76,1.55,0.18,468643.0,553335006.0,2.76,11.98,11.66,11.81,11.58,0.87,9.64,30.58,1.7,5738256544.0,5714656105.0,0.17,0.09,20.12,80.92
857,603986,兆易创新,246.95,1.55,3.76,527296.0,12909959810.0,8.17,254.44,234.58,236.5,243.19,1.3,7.9,114.09,9.06,164784295185.0,164774611041.0,0.01,-0.42,105.35,131.97
858,300698,万马科技,44.05,1.54,0.67,53027.0,233076624.0,4.01,44.83,43.09,43.09,43.38,0.86,4.47,135.45,11.47,5902700000.0,5221948789.0,-0.14,0.09,-2.82,27.83
859,301170,锡南科技,28.35,1.54,0.43,17281.0,48868726.25,2.22,28.64,28.02,28.11,27.92,1.38,5.15,26.57,1.6,2835000000.0,951863299.0,0.0,-0.04,-0.84,25.33
860,002856,美芝股份,11.23,1.54,0.17,35408.0,39427849.0,2.53,11.23,10.95,11.12,11.06,0.77,2.86,-21.86,16.26,1519562834.0,1391446895.0,0.63,0.54,-5.39,21.8
861,301251,威尔高,59.88,1.54,0.91,88270.0,525386226.27,4.73,60.68,57.89,58.02,58.97,0.67,16.37,86.63,5.14,8061150989.0,3229103251.0,-0.2,-0.02,36.4,72.27
862,300469,信息发展,75.13,1.54,1.14,76320.0,574113284.77,5.01,76.5,72.79,73.5,73.99,1.18,3.07,-179.21,48.94,18650182847.0,18649711782.0,0.0,0.0,72.36,219.7
863,301600,慧翰股份,123.45,1.54,1.87,26272.0,325022365.68,5.34,126.36,119.87,121.02,121.58,2.08,8.14,71.22,10.26,12903426075.0,3982311825.0,0.0,0.17,12.24,-5.24
864,002009,天奇股份,16.46,1.54,0.25,183738.0,301274644.23,4.07,16.69,16.03,16.11,16.21,1.57,5.19,73.89,3.31,6620758587.0,5828857486.0,0.06,0.06,1.23,8.15
865,301221,光庭信息,51.82,1.53,0.78,42038.0,220446521.86,5.27,53.45,50.76,51.1,51.04,1.15,6.7,80.4,2.4,4799687586.0,3250315136.0,-0.15,-0.02,-0.46,7.11
866,600505,西昌电力,13.94,1.53,0.21,143039.0,198819854.0,3.42,14.03,13.56,13.72,13.73,2.14,3.92,308.39,4.17,5082070950.0,5082070950.0,-0.07,-0.07,-5.87,15.4
867,603887,城地香江,15.97,1.53,0.24,163388.0,263656593.0,5.28,16.44,15.61,15.66,15.73,1.92,2.74,130.16,2.7,9724842403.0,9506612353.0,0.0,-0.06,-6.83,0.31
868,002622,皓宸医疗,3.31,1.53,0.05,253475.0,83989263.12,3.07,3.35,3.25,3.28,3.26,1.02,3.02,-58.53,7.46,2780400000.0,2780318078.0,0.0,0.3,6.77,19.93
869,688237,超卓航科,60.1,1.52,0.9,31225.0,187738998.0,4.31,61.36,58.81,59.2,59.2,1.16,3.48,362.54,4.45,5385158931.0,5385158931.0,0.18,0.32,82.62,170.36
870,300866,安克创新,125.88,1.52,1.88,42735.0,537548392.02,3.27,127.5,123.44,124.0,124.0,1.29,1.42,28.92,7.19,67491519317.0,38012444447.0,-0.02,-0.05,-0.67,31.89
871,000605,渤海股份,7.35,1.52,0.11,62944.0,46151755.6,2.35,7.39,7.22,7.23,7.24,0.78,1.78,147.26,1.22,2592040710.0,2592040710.0,-0.14,-0.14,0.14,-7.2
872,600029,南方航空,6.7,1.52,0.1,927618.0,625769750.0,3.03,6.86,6.66,6.7,6.6,1.28,0.73,39.47,3.28,121410152670.0,84911442139.0,0.0,-0.15,15.72,3.24
873,300170,汉得信息,17.45,1.51,0.26,542971.0,955773545.36,5.35,17.98,17.06,17.2,17.19,2.14,5.59,91.65,3.22,17747196377.0,16959855832.0,-0.06,0.0,-8.88,41.3
874,603335,迪生力,6.06,1.51,0.09,264239.0,161320254.0,4.69,6.23,5.95,5.97,5.97,1.14,6.17,-50.36,11.99,2594556276.0,2594556276.0,-0.16,0.0,13.7,9.19
875,000727,冠捷科技,2.69,1.51,0.04,1373784.0,372702588.0,3.4,2.77,2.68,2.7,2.65,1.91,3.03,-15.19,5.27,12184535176.0,12184535176.0,-0.37,-0.37,10.7,-3.24
876,603039,泛微网络,55.88,1.51,0.83,44065.0,247025845.0,4.83,57.16,54.5,55.01,55.05,2.93,1.69,109.21,6.47,14562499719.0,14562499719.0,0.02,0.22,-13.67,14.39
877,300072,海新能科,4.04,1.51,0.06,718789.0,293916116.61,5.28,4.18,3.97,3.99,3.98,1.12,3.08,122.86,1.57,9492870020.0,9418699531.0,0.25,0.0,14.77,13.8
878,002579,中京电子,12.11,1.51,0.18,310096.0,373953606.85,3.27,12.17,11.78,11.82,11.93,1.54,5.32,217.25,3.07,7418811488.0,7064692370.0,0.0,0.0,-3.74,53.29
879,300610,晨化股份,11.52,1.5,0.17,34725.0,39781078.4,2.03,11.54,11.31,11.36,11.35,0.77,2.15,35.18,2.15,2476891930.0,1857347124.0,0.0,0.0,-5.57,17.55
880,688156,路德环境,19.65,1.5,0.29,27065.0,53977268.0,5.01,20.3,19.33,19.5,19.36,1.7,2.69,-75.69,2.41,1979033185.0,1979033185.0,0.0,0.05,-4.38,45.23
881,300130,新国都,27.79,1.5,0.41,228726.0,638694099.51,2.74,28.25,27.5,27.78,27.38,2.69,5.27,29.01,3.64,15765242628.0,12065092639.0,0.32,0.47,-11.07,31.33
882,688056,莱伯泰科,36.59,1.5,0.54,9276.0,34001411.0,3.47,37.13,35.88,36.05,36.05,1.62,1.38,56.87,3.07,2468085511.0,2468085511.0,0.3,-0.03,0.52,28.07
883,300030,阳普医疗,8.1,1.5,0.12,84819.0,68774691.0,2.26,8.19,8.01,8.03,7.98,1.43,3.12,78.12,3.97,2504417252.0,2205031005.0,0.0,0.12,-0.49,46.74
884,300651,金陵体育,23.01,1.5,0.34,93026.0,213573777.04,3.88,23.28,22.4,22.6,22.67,1.12,10.64,69.03,3.0,3249234921.0,2011833928.0,-0.22,0.04,-6.43,83.93
885,600163,中闽能源,5.4,1.5,0.08,262868.0,141094315.0,2.63,5.42,5.28,5.31,5.32,1.54,1.38,16.34,1.48,10276179172.0,10276179172.0,0.37,0.0,1.5,-10.15
886,600350,山东高速,9.52,1.49,0.14,200734.0,190486471.0,2.13,9.56,9.36,9.39,9.38,1.24,0.42,13.57,1.59,46025114254.0,46025114254.0,0.0,-0.21,-2.86,-3.45
887,300339,润和软件,61.49,1.49,0.9,604207.0,3666220676.38,4.01,61.93,59.5,60.0,60.59,1.37,7.77,467.45,13.6,48971302613.0,47819953154.0,0.0,0.0,13.03,22.91
888,000735,罗 牛 山,6.83,1.49,0.1,276990.0,189360633.38,2.53,6.89,6.72,6.73,6.73,0.92,2.41,2107.21,1.86,7864837738.0,7860630041.0,0.0,-0.15,4.27,2.86
889,920953,国子软件,37.4,1.49,0.55,29149.0,109616839.45,4.78,38.3,36.54,36.56,36.85,0.95,4.87,133.25,8.71,4791538026.0,2239727162.0,-0.13,0.11,0.05,79.81
890,600851,海欣股份,6.81,1.49,0.1,99366.0,67876330.0,3.28,6.95,6.73,6.79,6.71,1.99,1.35,38.23,1.86,8220056073.0,5027183609.0,0.0,0.15,-4.22,18.23
891,301381,赛维时代,24.01,1.48,0.35,71937.0,171995066.35,3.85,24.22,23.31,23.5,23.66,1.92,3.68,34.64,3.64,9687031382.0,4689301862.0,-0.12,-0.33,9.29,6.66
892,600621,华鑫股份,17.12,1.48,0.25,470895.0,813187513.0,3.56,17.6,17.0,17.01,16.87,2.38,4.44,26.94,2.03,18162595879.0,18162595879.0,-0.12,-0.17,8.49,4.65
893,301045,天禄科技,28.14,1.48,0.41,20142.0,56511973.97,2.56,28.29,27.58,27.8,27.73,0.83,3.15,102.3,3.06,3104358594.0,1799777670.0,0.18,0.25,15.8,27.5
894,002125,湘潭电化,14.43,1.48,0.21,233802.0,335960874.13,4.22,14.65,14.05,14.22,14.22,1.26,3.71,43.3,2.98,9083421119.0,9083421119.0,0.0,0.21,3.15,45.46
895,002820,桂发祥,12.99,1.48,0.19,123671.0,159376096.7,2.66,13.04,12.7,12.79,12.8,0.84,6.16,1919.35,2.93,2609279152.0,2609279152.0,0.0,0.15,16.19,5.87
896,002725,跃岭股份,16.6,1.47,0.24,193122.0,316053486.0,5.56,16.92,16.01,16.32,16.36,0.96,9.11,225.27,4.16,4249600000.0,3519429229.0,0.0,0.06,21.52,54.71
897,688106,金宏气体,20.66,1.47,0.3,90355.0,184557140.0,2.9,20.69,20.1,20.2,20.36,1.13,1.87,60.57,3.38,9957656142.0,9957656142.0,0.05,0.49,14.4,22.18
898,000796,凯撒旅业,6.23,1.47,0.09,1169058.0,732880713.98,2.93,6.34,6.16,6.16,6.14,1.07,8.78,-279.86,12.05,9991604947.0,8290677226.0,0.0,0.16,24.35,53.83
899,600066,宇通客车,31.66,1.47,0.46,171282.0,540260840.0,2.88,31.86,30.96,31.21,31.2,1.26,0.77,15.97,5.23,70093315800.0,70093315800.0,0.51,0.22,26.44,27.25
900,300051,琏升科技,6.89,1.47,0.1,88038.0,60239194.0,3.09,6.94,6.73,6.79,6.79,1.1,2.39,-25.56,13.18,2564021794.0,2533666866.0,-0.14,-0.29,-8.74,2.99
901,301106,骏成科技,31.74,1.47,0.46,17693.0,56157134.8,3.52,32.15,31.05,31.08,31.28,1.53,1.73,30.85,2.52,3241124863.0,3241124863.0,-0.16,-0.09,-2.82,14.34
902,300894,火星人,12.52,1.46,0.18,49898.0,62265427.28,3.32,12.61,12.2,12.2,12.34,1.14,1.7,-17.54,4.64,5104691522.0,3681794461.0,0.0,-0.24,-13.89,-8.61
903,300401,花园生物,13.9,1.46,0.2,106627.0,148095390.52,2.7,14.0,13.63,13.74,13.7,1.15,1.99,24.21,2.39,7554230651.0,7431180220.0,0.07,0.07,-15.5,-4.47
904,002875,安奈儿,18.08,1.46,0.26,70902.0,128669938.55,5.56,18.55,17.56,17.81,17.82,1.3,3.89,-46.05,5.99,3851345046.0,3298453041.0,0.0,-0.11,11.6,39.51
905,688297,中无人机,49.42,1.46,0.71,88527.0,438127481.0,3.84,50.12,48.25,48.72,48.71,1.76,1.31,524.95,5.83,33358500000.0,33358500000.0,-0.02,0.0,-15.67,22.69
906,300647,超频三,6.96,1.46,0.1,113668.0,78751768.5,3.35,6.98,6.75,6.8,6.86,0.84,2.49,140.73,5.47,3182954327.0,3178229315.0,0.0,0.0,2.5,13.17
907,603095,越剑智能,15.98,1.46,0.23,61534.0,96971293.0,4.76,16.15,15.4,15.5,15.75,2.3,2.38,38.32,1.78,4127141816.0,4127141816.0,0.06,0.13,2.11,7.39
908,300462,ST华铭,11.14,1.46,0.16,54848.0,61348516.0,4.37,11.39,10.91,10.91,10.98,1.47,3.97,-84.27,1.42,2018812389.0,1537699228.0,0.0,-0.09,9.54,24.89
909,002230,科大讯飞,53.59,1.46,0.77,719841.0,3865422283.02,3.82,54.48,52.46,52.79,52.82,1.64,3.29,-1393.51,6.96,123883605416.0,117313627899.0,0.02,0.15,8.72,11.14
910,301011,华立科技,27.1,1.46,0.39,33109.0,89882104.45,4.08,27.5,26.41,26.69,26.71,1.43,2.38,46.54,4.42,4150450609.0,3775306095.0,-0.11,-0.07,-1.49,6.32
911,002614,奥佳华,6.94,1.46,0.1,104816.0,72621940.35,2.63,7.0,6.82,6.87,6.84,1.37,2.38,80.04,1.0,4326938250.0,3060573250.0,0.0,-0.14,2.36,6.44
912,301157,华塑科技,49.1,1.45,0.7,7610.0,37247127.35,2.56,49.3,48.06,48.58,48.4,1.41,3.68,116.05,2.69,2946000000.0,1014408701.0,-0.02,0.1,-2.25,9.6
913,603536,惠发食品,11.17,1.45,0.16,79668.0,88850176.0,3.0,11.25,10.92,11.0,11.01,0.77,3.31,-45.13,6.42,2707393313.0,2686745344.0,0.09,0.18,18.33,-4.37
914,002389,航天彩虹,22.37,1.45,0.32,239590.0,534398963.02,3.58,22.59,21.8,22.0,22.05,1.67,2.43,2725.91,2.76,22032571390.0,22029037042.0,0.0,-0.04,-13.86,24.35
915,603038,华立股份,20.97,1.45,0.3,132286.0,277946229.0,3.1,21.24,20.6,20.6,20.67,0.64,4.92,155.52,4.13,5634158913.0,5634158913.0,-0.05,0.0,40.93,28.65
916,002144,宏达高科,13.27,1.45,0.19,40081.0,52972774.0,1.99,13.3,13.04,13.09,13.08,0.91,2.91,28.63,1.11,2345638747.0,1826539543.0,0.08,0.15,7.8,28.09
917,603016,新宏泰,26.5,1.45,0.38,29585.0,78774585.0,5.02,27.16,25.85,25.99,26.12,1.91,2.0,61.59,4.76,3926240000.0,3926240000.0,-0.15,-0.08,-2.36,-28.05
918,001267,汇绿生态,21.88,1.44,0.31,872869.0,1907810797.01,6.68,22.69,21.25,22.36,21.57,1.03,14.4,249.13,10.83,17179403155.0,13262765221.0,0.0,-0.5,87.01,188.27
919,300256,星星科技,4.23,1.44,0.06,529571.0,223409000.0,2.4,4.26,4.16,4.2,4.17,1.67,2.36,-1271.42,10.34,9595304023.0,9489554023.0,-0.24,0.0,1.68,-3.42
920,603030,全筑股份,3.52,1.44,0.05,939659.0,328270858.0,3.75,3.55,3.42,3.49,3.47,0.79,7.14,-33.35,5.23,4635605990.0,4635605990.0,0.0,0.0,29.41,40.24
921,300751,迈为股份,106.61,1.44,1.51,63111.0,668893014.85,4.14,107.36,103.01,104.01,105.1,1.1,3.26,33.68,3.79,29787367690.0,20613300323.0,0.0,0.07,45.28,2.46
922,002916,深南电路,224.25,1.44,3.18,118819.0,2660512724.38,6.33,232.0,218.01,218.03,221.07,1.08,1.79,54.97,9.83,149516623279.0,149130876726.0,0.1,0.15,54.46,136.05
923,920885,星辰科技,21.27,1.43,0.3,49165.0,104311009.22,3.1,21.47,20.82,21.0,20.97,1.06,5.64,83.45,9.25,3633339273.0,1854684338.0,0.0,0.09,-2.57,74.92
924,603077,和邦生物,2.13,1.43,0.03,1716274.0,363916177.0,2.38,2.15,2.1,2.1,2.1,1.22,1.94,151.52,1.04,18810863316.0,18810863316.0,0.0,0.0,8.67,4.41
925,002418,康盛股份,4.29,1.42,0.06,430253.0,183287063.33,2.6,4.3,4.19,4.23,4.23,1.28,3.79,264.33,3.38,4875156000.0,4875144580.0,0.0,0.23,19.17,75.82
926,920060,万源通,35.09,1.42,0.49,41475.0,142588654.61,3.9,35.14,33.79,34.45,34.6,1.37,5.92,39.96,5.08,5335247225.0,2459853705.0,0.23,0.4,-7.32,16.23
927,605058,澳弘电子,32.05,1.42,0.45,43326.0,139096674.0,5.79,33.08,31.25,31.6,31.6,1.32,3.03,28.36,2.67,4580712598.0,4580712598.0,0.09,0.06,10.02,66.67
928,600831,ST广网,5.0,1.42,0.07,104674.0,52278969.0,3.45,5.05,4.88,4.89,4.93,0.62,1.47,-4.93,2.08,3554734960.0,3554734960.0,0.0,0.4,27.88,96.08
929,301266,宇邦新材,38.53,1.42,0.54,56561.0,218612727.34,4.69,39.46,37.68,37.98,37.99,1.26,5.43,60.19,2.35,4233622188.0,4016370783.0,-0.03,0.08,10.56,15.36
930,002576,通达动力,18.54,1.42,0.26,58338.0,107552480.0,2.24,18.66,18.25,18.36,18.28,1.19,3.6,36.78,2.34,3060954000.0,3003991166.0,0.05,0.05,7.79,8.68
931,603239,浙江仙通,19.98,1.42,0.28,106026.0,211760577.0,3.81,20.33,19.58,19.62,19.7,1.53,3.92,26.75,4.31,5408985600.0,5408985600.0,0.0,-0.1,24.18,50.91
932,000637,茂化实华,4.99,1.42,0.07,513362.0,255144901.4,6.91,5.1,4.76,4.95,4.92,0.69,14.08,-20.76,4.68,2594178026.0,1819279424.0,0.0,0.0,17.41,34.14
933,001368,通达创智,25.75,1.42,0.36,17467.0,44768229.0,3.39,25.96,25.1,25.36,25.39,1.4,5.44,26.55,2.08,2931301308.0,826217049.0,0.04,0.0,3.25,37.63
934,300517,海波重科,12.18,1.42,0.17,69746.0,84019150.0,4.25,12.25,11.74,11.96,12.01,0.94,5.62,-219.48,2.42,2441025444.0,1510622953.0,0.16,0.16,-0.16,46.57
935,600340,华夏幸福,2.14,1.42,0.03,858225.0,182573016.0,2.37,2.15,2.1,2.1,2.11,0.77,2.2,-0.61,-4.6,8375361532.0,8331779833.0,0.0,-0.47,-5.31,-20.45
936,688309,恒誉环保,25.98,1.41,0.36,13884.0,36474616.0,4.29,26.8,25.7,26.8,25.62,1.03,1.74,107.8,2.8,2078678843.0,2078678843.0,0.23,-0.27,21.52,110.19
937,600346,恒力石化,17.31,1.41,0.24,282413.0,493834642.0,3.22,17.8,17.25,17.25,17.07,1.21,0.4,18.2,1.89,121846817296.0,121846817296.0,0.12,-0.06,10.75,16.8
938,000566,海南海药,5.77,1.41,0.08,220580.0,127315420.24,2.64,5.82,5.67,5.69,5.69,0.82,1.89,-23.64,20.43,7485796777.0,6727212609.0,-0.17,0.0,-14.01,20.46
939,000659,珠海中富,2.88,1.41,0.04,261565.0,74495562.6,2.46,2.88,2.81,2.83,2.84,1.06,2.03,-51.79,21.78,3702823258.0,3702823258.0,0.35,0.35,4.35,2.13
940,300428,立中集团,24.37,1.41,0.34,156369.0,380337787.0,4.04,24.68,23.71,23.88,24.03,1.85,2.81,18.69,2.01,15584545570.0,13577628085.0,0.04,-0.08,30.74,52.69
941,300723,一品红,53.37,1.41,0.74,88863.0,469781063.78,4.39,54.16,51.85,52.6,52.63,0.81,2.13,-163.9,13.29,24106842921.0,22290897930.0,-0.04,0.24,-28.74,212.84
942,600192,长城电工,10.04,1.41,0.14,185534.0,185125213.0,2.22,10.05,9.83,9.92,9.9,0.7,4.2,-19.77,4.18,4435149920.0,4435149920.0,0.0,0.2,-2.43,74.0
943,601518,吉林高速,2.88,1.41,0.04,165177.0,47438507.0,1.76,2.89,2.84,2.85,2.84,0.8,0.87,11.93,1.0,5444793127.0,5444793127.0,0.0,0.0,4.35,7.06
944,301389,隆扬电子,63.63,1.4,0.88,151510.0,945207697.61,7.17,64.5,60.0,61.26,62.75,1.04,18.46,165.32,8.18,18039105000.0,5222562501.0,0.03,0.0,82.63,289.89
945,300379,*ST东通,2.18,1.4,0.03,556217.0,122289042.16,4.19,2.25,2.16,2.16,2.15,0.98,10.56,-10.86,0.4,1216271765.0,1148069890.0,0.46,0.0,-62.15,-85.55
946,600740,山西焦化,4.35,1.4,0.06,864236.0,367729918.0,4.66,4.37,4.17,4.23,4.29,0.83,3.37,-167.0,0.73,11145227020.0,11145227020.0,0.23,0.23,7.94,8.48
947,000691,*ST亚太,11.58,1.4,0.16,198792.0,230368627.22,4.99,11.87,11.3,11.66,11.42,1.2,6.15,-73.62,-36.4,3743466600.0,3743466600.0,0.43,0.0,94.3,237.61
948,301314,科瑞思,44.59,1.39,0.61,7079.0,31445787.9,2.5,44.65,43.55,43.7,43.98,1.09,4.36,177.17,2.35,2463597500.0,724587500.0,0.07,0.09,4.08,27.22
949,300547,川环科技,38.57,1.39,0.53,105251.0,404784464.0,4.15,39.08,37.5,37.8,38.04,1.49,5.91,45.8,6.55,8366071131.0,6874084136.0,-0.08,-0.08,20.72,41.49
950,000715,中兴商业,5.83,1.39,0.08,89402.0,51983270.6,2.43,5.87,5.73,5.75,5.75,1.12,1.66,34.54,1.6,3150733846.0,3142331528.0,-0.17,-0.17,-4.11,10.63
951,920351,华光源海,28.36,1.39,0.39,40032.0,114475626.21,5.33,29.29,27.8,27.8,27.97,1.26,11.35,64.9,5.34,2496685050.0,999986050.0,-0.18,0.04,-2.88,178.04
952,301255,通力科技,30.57,1.39,0.42,14422.0,44034134.67,3.22,30.8,29.83,30.16,30.15,1.27,3.79,105.36,4.43,4656422400.0,1164105600.0,-0.03,0.1,-2.18,30.86
953,688051,佳华科技,53.53,1.38,0.73,27234.0,145693852.0,6.16,54.78,51.53,52.54,52.8,1.3,3.52,-50.63,6.1,4139689020.0,4139689020.0,-0.83,-0.34,62.21,157.11
954,605268,王力安防,10.26,1.38,0.14,41092.0,41920221.0,2.37,10.3,10.06,10.17,10.12,1.5,0.94,33.73,2.67,4579063650.0,4490763525.0,0.1,0.2,5.66,25.12
955,301059,金三江,11.73,1.38,0.16,26423.0,30838346.94,2.07,11.74,11.5,11.55,11.57,1.02,1.28,43.97,4.64,2711436420.0,2425025315.0,0.09,0.17,-2.98,-3.3
956,688246,嘉和美康,25.76,1.38,0.35,58517.0,153350345.0,8.5,27.28,25.12,25.52,25.41,1.8,4.25,-15.24,2.46,3544205004.0,3544205004.0,-0.16,-0.23,-30.85,3.87
957,603933,睿能科技,23.45,1.38,0.32,413351.0,960842317.0,14.4,24.43,21.1,22.05,23.13,1.03,19.92,68.38,3.69,4866920284.0,4866920284.0,-0.04,0.04,41.44,51.49
958,300426,华智数媒,9.62,1.37,0.13,57930.0,55732835.0,2.85,9.72,9.45,9.58,9.49,0.94,1.45,-8.89,29.43,4332682632.0,3848000000.0,0.0,-0.21,-4.66,-2.53
959,688088,虹软科技,54.01,1.37,0.73,87802.0,479830643.0,4.6,55.47,53.02,53.36,53.28,1.45,2.19,114.67,8.14,21667213304.0,21667213304.0,0.02,0.19,12.19,41.8
960,603687,大胜达,9.62,1.37,0.13,175069.0,168988088.0,5.27,9.86,9.36,9.5,9.49,1.28,3.18,44.73,1.64,5291306532.0,5291306532.0,0.42,-0.41,25.42,33.06
961,603819,神力股份,11.85,1.37,0.16,34680.0,40849764.0,2.22,11.87,11.61,11.65,11.69,1.05,1.59,163.78,3.25,2580102716.0,2580102716.0,0.17,0.17,-19.88,-3.66
962,600435,北方导航,14.83,1.37,0.2,481235.0,710711219.0,3.21,14.99,14.52,14.7,14.63,1.48,3.18,135.0,7.67,22412992357.0,22412992357.0,-0.07,0.27,-9.9,52.26
963,600110,诺德股份,6.68,1.37,0.09,819117.0,546244787.0,4.25,6.78,6.5,6.55,6.59,1.57,4.72,-92.74,1.97,11591008626.0,11591008626.0,0.0,0.15,12.27,67.0
964,300663,科蓝软件,17.77,1.37,0.24,123910.0,220513266.91,3.37,17.99,17.4,17.52,17.53,1.59,2.72,-683.89,11.17,8502065243.0,8085038083.0,0.0,0.06,-11.99,2.36
965,000628,高新发展,51.78,1.37,0.7,118512.0,610619163.85,3.68,52.5,50.62,50.82,51.08,0.96,6.16,136.28,8.39,18241058400.0,9954113931.0,0.0,0.1,14.79,-16.81
966,605488,福莱新材,31.84,1.37,0.43,68245.0,216468389.0,2.39,32.0,31.25,31.46,31.41,1.25,2.47,87.58,5.85,8922155480.0,8792604888.0,0.03,0.13,-0.25,112.98
967,600515,海南机场,4.46,1.36,0.06,1728735.0,772855723.0,4.09,4.53,4.35,4.35,4.4,0.74,1.88,593.89,2.16,50956880825.0,40925015786.0,0.0,-0.22,7.73,17.99
968,000429,粤高速Ａ,11.95,1.36,0.16,157427.0,186920058.7,1.87,11.95,11.73,11.79,11.79,0.97,1.21,12.13,2.3,24985133206.0,15574792377.0,0.08,0.08,-5.23,-15.73
969,301418,协昌科技,37.99,1.36,0.51,10424.0,39589148.0,2.56,38.27,37.31,37.49,37.48,1.57,3.54,126.46,1.72,2785933359.0,1118286329.0,0.0,-0.03,1.31,13.91
970,688679,通源环境,24.04,1.35,0.32,24098.0,58004157.0,4.13,24.48,23.5,23.54,23.72,0.46,1.83,-158.42,2.8,3165819787.0,3165819787.0,-0.25,0.38,50.82,130.05
971,300033,同花顺,366.98,1.35,4.89,145362.0,5326077841.5,5.65,375.44,355.0,358.47,362.09,1.68,5.28,122.67,26.3,197288448000.0,101105038115.0,0.24,0.3,25.64,29.04
972,301270,汉仪股份,37.56,1.35,0.5,36304.0,136918578.7,3.13,37.98,36.82,36.82,37.06,1.39,3.84,311.45,3.85,3756000000.0,3549151221.0,0.03,-0.24,-16.68,5.39
973,002915,中欣氟材,25.6,1.35,0.34,192722.0,491391139.26,3.88,25.88,24.9,25.25,25.26,1.86,6.69,798.78,6.38,8331990400.0,7374908800.0,0.04,0.12,23.79,100.31
974,002137,实益达,9.03,1.35,0.12,300603.0,269549364.07,3.03,9.08,8.81,8.87,8.91,0.81,7.58,129.04,3.45,5214868832.0,3580022341.0,0.33,0.44,-0.44,0.44
